date,data,cols
2003-02-11 00:00:00,2.72605,% WEIGHTED ILI
2003-02-18 00:00:00,3.73192,% WEIGHTED ILI
2003-02-25 00:00:00,4.54894,% WEIGHTED ILI
2003-03-04 00:00:00,5.39906,% WEIGHTED ILI
2003-03-11 00:00:00,7.38735,% WEIGHTED ILI
2003-03-18 00:00:00,7.48097,% WEIGHTED ILI
2003-03-25 00:00:00,7.627969999999999,% WEIGHTED ILI
2003-04-01 00:00:00,5.14051,% WEIGHTED ILI
2003-04-08 00:00:00,2.89129,% WEIGHTED ILI
2003-04-15 00:00:00,2.10429,% WEIGHTED ILI
2003-04-22 00:00:00,1.88696,% WEIGHTED ILI
2003-04-29 00:00:00,1.7766,% WEIGHTED ILI
2003-05-06 00:00:00,1.46001,% WEIGHTED ILI
2003-05-13 00:00:00,1.3778700000000002,% WEIGHTED ILI
2003-05-20 00:00:00,1.30532,% WEIGHTED ILI
2003-05-27 00:00:00,1.08691,% WEIGHTED ILI
2003-06-03 00:00:00,0.991888,% WEIGHTED ILI
2003-06-10 00:00:00,1.02765,% WEIGHTED ILI
2003-06-17 00:00:00,1.0579,% WEIGHTED ILI
2003-06-24 00:00:00,0.849361,% WEIGHTED ILI
2003-07-01 00:00:00,0.7471270000000001,% WEIGHTED ILI
2003-07-08 00:00:00,0.661708,% WEIGHTED ILI
2003-07-15 00:00:00,0.6795140000000001,% WEIGHTED ILI
2003-07-22 00:00:00,0.633071,% WEIGHTED ILI
2003-07-29 00:00:00,0.569894,% WEIGHTED ILI
2003-08-05 00:00:00,0.591357,% WEIGHTED ILI
2003-08-12 00:00:00,0.589044,% WEIGHTED ILI
2003-08-19 00:00:00,0.6786399999999999,% WEIGHTED ILI
2003-08-26 00:00:00,0.637558,% WEIGHTED ILI
2003-09-02 00:00:00,0.8133090000000001,% WEIGHTED ILI
2003-09-09 00:00:00,0.834551,% WEIGHTED ILI
2003-09-16 00:00:00,0.616174,% WEIGHTED ILI
2003-09-23 00:00:00,0.513286,% WEIGHTED ILI
2003-09-30 00:00:00,0.351881,% WEIGHTED ILI
2003-10-07 00:00:00,0.542621,% WEIGHTED ILI
2003-10-14 00:00:00,0.581036,% WEIGHTED ILI
2003-10-21 00:00:00,0.495486,% WEIGHTED ILI
2003-10-28 00:00:00,0.6120899999999999,% WEIGHTED ILI
2003-11-04 00:00:00,0.5314909999999999,% WEIGHTED ILI
2003-11-11 00:00:00,0.519987,% WEIGHTED ILI
2003-11-18 00:00:00,0.574476,% WEIGHTED ILI
2003-11-25 00:00:00,0.663175,% WEIGHTED ILI
2003-12-02 00:00:00,0.614691,% WEIGHTED ILI
2003-12-09 00:00:00,0.6568229999999999,% WEIGHTED ILI
2003-12-16 00:00:00,0.723016,% WEIGHTED ILI
2003-12-23 00:00:00,0.6918569999999999,% WEIGHTED ILI
2003-12-30 00:00:00,0.782758,% WEIGHTED ILI
2004-01-06 00:00:00,0.982275,% WEIGHTED ILI
2004-01-13 00:00:00,1.01821,% WEIGHTED ILI
2004-01-20 00:00:00,1.1768,% WEIGHTED ILI
2004-01-27 00:00:00,1.30121,% WEIGHTED ILI
2004-02-03 00:00:00,1.27746,% WEIGHTED ILI
2004-02-10 00:00:00,1.4038700000000002,% WEIGHTED ILI
2004-02-17 00:00:00,1.40301,% WEIGHTED ILI
2004-02-24 00:00:00,1.73975,% WEIGHTED ILI
2004-03-02 00:00:00,1.56894,% WEIGHTED ILI
2004-03-09 00:00:00,1.65927,% WEIGHTED ILI
2004-03-16 00:00:00,1.81341,% WEIGHTED ILI
2004-03-23 00:00:00,2.37626,% WEIGHTED ILI
2004-03-30 00:00:00,2.77052,% WEIGHTED ILI
2004-04-06 00:00:00,2.40064,% WEIGHTED ILI
2004-04-13 00:00:00,2.54155,% WEIGHTED ILI
2004-04-20 00:00:00,2.85871,% WEIGHTED ILI
2004-04-27 00:00:00,3.55011,% WEIGHTED ILI
2004-05-04 00:00:00,4.58591,% WEIGHTED ILI
2004-05-11 00:00:00,5.05809,% WEIGHTED ILI
2004-05-18 00:00:00,5.44151,% WEIGHTED ILI
2004-05-25 00:00:00,4.4729,% WEIGHTED ILI
2004-06-01 00:00:00,3.6752,% WEIGHTED ILI
2004-06-08 00:00:00,3.3353,% WEIGHTED ILI
2004-06-15 00:00:00,2.7622400000000003,% WEIGHTED ILI
2004-06-22 00:00:00,2.46844,% WEIGHTED ILI
2004-06-29 00:00:00,2.00081,% WEIGHTED ILI
2004-07-06 00:00:00,1.54319,% WEIGHTED ILI
2004-07-13 00:00:00,1.50195,% WEIGHTED ILI
2004-07-20 00:00:00,1.22918,% WEIGHTED ILI
2004-07-27 00:00:00,1.21854,% WEIGHTED ILI
2004-08-03 00:00:00,1.15832,% WEIGHTED ILI
2004-08-10 00:00:00,1.249,% WEIGHTED ILI
2004-08-17 00:00:00,1.16888,% WEIGHTED ILI
2004-08-24 00:00:00,1.0788799999999998,% WEIGHTED ILI
2004-08-31 00:00:00,1.23059,% WEIGHTED ILI
2004-09-07 00:00:00,1.14747,% WEIGHTED ILI
2004-09-14 00:00:00,1.00254,% WEIGHTED ILI
2004-09-21 00:00:00,0.957569,% WEIGHTED ILI
2004-09-28 00:00:00,0.8948370000000001,% WEIGHTED ILI
2004-10-05 00:00:00,0.798205,% WEIGHTED ILI
2004-10-12 00:00:00,0.757812,% WEIGHTED ILI
2004-10-19 00:00:00,0.8259629999999999,% WEIGHTED ILI
2004-10-26 00:00:00,0.744927,% WEIGHTED ILI
2004-11-02 00:00:00,0.787049,% WEIGHTED ILI
2004-11-09 00:00:00,0.684724,% WEIGHTED ILI
2004-11-16 00:00:00,0.7473609999999999,% WEIGHTED ILI
2004-11-23 00:00:00,0.673974,% WEIGHTED ILI
2004-11-30 00:00:00,0.869662,% WEIGHTED ILI
2004-12-07 00:00:00,0.8995290000000001,% WEIGHTED ILI
2004-12-14 00:00:00,0.854635,% WEIGHTED ILI
2004-12-21 00:00:00,1.01123,% WEIGHTED ILI
2004-12-28 00:00:00,0.977808,% WEIGHTED ILI
2005-01-04 00:00:00,1.1777799999999998,% WEIGHTED ILI
2005-01-11 00:00:00,1.21947,% WEIGHTED ILI
2005-01-18 00:00:00,1.3069,% WEIGHTED ILI
2005-01-25 00:00:00,1.33931,% WEIGHTED ILI
2005-02-01 00:00:00,1.58374,% WEIGHTED ILI
2005-02-08 00:00:00,1.47072,% WEIGHTED ILI
2005-02-15 00:00:00,1.6112,% WEIGHTED ILI
2005-02-22 00:00:00,1.82699,% WEIGHTED ILI
2005-03-01 00:00:00,1.77482,% WEIGHTED ILI
2005-03-08 00:00:00,1.94451,% WEIGHTED ILI
2005-03-15 00:00:00,2.35512,% WEIGHTED ILI
2005-03-22 00:00:00,3.10878,% WEIGHTED ILI
2005-03-29 00:00:00,3.2823800000000003,% WEIGHTED ILI
2005-04-05 00:00:00,2.62914,% WEIGHTED ILI
2005-04-12 00:00:00,2.2515,% WEIGHTED ILI
2005-04-19 00:00:00,2.35858,% WEIGHTED ILI
2005-04-26 00:00:00,2.41881,% WEIGHTED ILI
2005-05-03 00:00:00,2.52752,% WEIGHTED ILI
2005-05-10 00:00:00,2.64954,% WEIGHTED ILI
2005-05-17 00:00:00,3.12935,% WEIGHTED ILI
2005-05-24 00:00:00,3.12442,% WEIGHTED ILI
2005-05-31 00:00:00,3.13099,% WEIGHTED ILI
2005-06-07 00:00:00,3.08261,% WEIGHTED ILI
2005-06-14 00:00:00,2.64431,% WEIGHTED ILI
2005-06-21 00:00:00,2.42295,% WEIGHTED ILI
2005-06-28 00:00:00,2.31141,% WEIGHTED ILI
2005-07-05 00:00:00,1.86383,% WEIGHTED ILI
2005-07-12 00:00:00,1.44943,% WEIGHTED ILI
2005-07-19 00:00:00,1.30227,% WEIGHTED ILI
2005-07-26 00:00:00,1.13459,% WEIGHTED ILI
2005-08-02 00:00:00,1.06255,% WEIGHTED ILI
2005-08-09 00:00:00,1.03428,% WEIGHTED ILI
2005-08-16 00:00:00,1.01791,% WEIGHTED ILI
2005-08-23 00:00:00,0.918151,% WEIGHTED ILI
2005-08-30 00:00:00,0.93099,% WEIGHTED ILI
2005-09-06 00:00:00,0.857294,% WEIGHTED ILI
2005-09-13 00:00:00,0.7862939999999999,% WEIGHTED ILI
2005-09-20 00:00:00,0.719426,% WEIGHTED ILI
2005-09-27 00:00:00,0.7188680000000001,% WEIGHTED ILI
2005-10-04 00:00:00,0.774807,% WEIGHTED ILI
2005-10-11 00:00:00,0.76598,% WEIGHTED ILI
2005-10-18 00:00:00,0.642809,% WEIGHTED ILI
2005-10-25 00:00:00,0.622033,% WEIGHTED ILI
2005-11-01 00:00:00,0.616326,% WEIGHTED ILI
2005-11-08 00:00:00,0.6856939999999999,% WEIGHTED ILI
2005-11-15 00:00:00,0.6226970000000001,% WEIGHTED ILI
2005-11-22 00:00:00,0.611817,% WEIGHTED ILI
2005-11-29 00:00:00,0.638831,% WEIGHTED ILI
2005-12-06 00:00:00,0.8066270000000001,% WEIGHTED ILI
2005-12-13 00:00:00,0.7624479999999999,% WEIGHTED ILI
2005-12-20 00:00:00,0.8134060000000001,% WEIGHTED ILI
2005-12-27 00:00:00,0.807934,% WEIGHTED ILI
2006-01-03 00:00:00,1.15384,% WEIGHTED ILI
2006-01-10 00:00:00,1.14819,% WEIGHTED ILI
2006-01-17 00:00:00,1.22736,% WEIGHTED ILI
2006-01-24 00:00:00,1.21744,% WEIGHTED ILI
2006-01-31 00:00:00,1.32813,% WEIGHTED ILI
2006-02-07 00:00:00,1.47754,% WEIGHTED ILI
2006-02-14 00:00:00,1.5339,% WEIGHTED ILI
2006-02-21 00:00:00,1.91269,% WEIGHTED ILI
2006-02-28 00:00:00,1.838,% WEIGHTED ILI
2006-03-07 00:00:00,1.95376,% WEIGHTED ILI
2006-03-14 00:00:00,2.40407,% WEIGHTED ILI
2006-03-21 00:00:00,2.87453,% WEIGHTED ILI
2006-03-28 00:00:00,3.02597,% WEIGHTED ILI
2006-04-04 00:00:00,2.37817,% WEIGHTED ILI
2006-04-11 00:00:00,2.09232,% WEIGHTED ILI
2006-04-18 00:00:00,2.29396,% WEIGHTED ILI
2006-04-25 00:00:00,2.74501,% WEIGHTED ILI
2006-05-02 00:00:00,3.04434,% WEIGHTED ILI
2006-05-09 00:00:00,3.49999,% WEIGHTED ILI
2006-05-16 00:00:00,3.57851,% WEIGHTED ILI
2006-05-23 00:00:00,3.28979,% WEIGHTED ILI
2006-05-30 00:00:00,2.89149,% WEIGHTED ILI
2006-06-06 00:00:00,2.62075,% WEIGHTED ILI
2006-06-13 00:00:00,2.5338700000000003,% WEIGHTED ILI
2006-06-20 00:00:00,2.07251,% WEIGHTED ILI
2006-06-27 00:00:00,1.87084,% WEIGHTED ILI
2006-07-04 00:00:00,1.40042,% WEIGHTED ILI
2006-07-11 00:00:00,1.46887,% WEIGHTED ILI
2006-07-18 00:00:00,1.15514,% WEIGHTED ILI
2006-07-25 00:00:00,1.07901,% WEIGHTED ILI
2006-08-01 00:00:00,0.98492,% WEIGHTED ILI
2006-08-08 00:00:00,1.03325,% WEIGHTED ILI
2006-08-15 00:00:00,0.926649,% WEIGHTED ILI
2006-08-22 00:00:00,0.9201,% WEIGHTED ILI
2006-08-29 00:00:00,0.954094,% WEIGHTED ILI
2006-09-05 00:00:00,0.763278,% WEIGHTED ILI
2006-09-12 00:00:00,0.81722,% WEIGHTED ILI
2006-09-19 00:00:00,0.764586,% WEIGHTED ILI
2006-09-26 00:00:00,0.793127,% WEIGHTED ILI
2006-10-03 00:00:00,0.66909,% WEIGHTED ILI
2006-10-10 00:00:00,0.62115,% WEIGHTED ILI
2006-10-17 00:00:00,0.6036590000000001,% WEIGHTED ILI
2006-10-24 00:00:00,0.649058,% WEIGHTED ILI
2006-10-31 00:00:00,0.568338,% WEIGHTED ILI
2006-11-07 00:00:00,0.651546,% WEIGHTED ILI
2006-11-14 00:00:00,0.652176,% WEIGHTED ILI
2006-11-21 00:00:00,0.8038489999999999,% WEIGHTED ILI
2006-11-28 00:00:00,0.787458,% WEIGHTED ILI
2006-12-05 00:00:00,0.943263,% WEIGHTED ILI
2006-12-12 00:00:00,0.946932,% WEIGHTED ILI
2006-12-19 00:00:00,0.987146,% WEIGHTED ILI
2006-12-26 00:00:00,1.05206,% WEIGHTED ILI
2007-01-02 00:00:00,0.995184,% WEIGHTED ILI
2007-01-09 00:00:00,1.22003,% WEIGHTED ILI
2007-01-16 00:00:00,1.28548,% WEIGHTED ILI
2007-01-23 00:00:00,1.3775,% WEIGHTED ILI
2007-01-30 00:00:00,1.46725,% WEIGHTED ILI
2007-02-06 00:00:00,1.55841,% WEIGHTED ILI
2007-02-13 00:00:00,1.61958,% WEIGHTED ILI
2007-02-20 00:00:00,1.8112,% WEIGHTED ILI
2007-02-27 00:00:00,1.61865,% WEIGHTED ILI
2007-03-06 00:00:00,1.62124,% WEIGHTED ILI
2007-03-13 00:00:00,1.6735099999999998,% WEIGHTED ILI
2007-03-20 00:00:00,1.95096,% WEIGHTED ILI
2007-03-27 00:00:00,2.5001900000000004,% WEIGHTED ILI
2007-04-03 00:00:00,2.43939,% WEIGHTED ILI
2007-04-10 00:00:00,2.29319,% WEIGHTED ILI
2007-04-17 00:00:00,2.62907,% WEIGHTED ILI
2007-04-24 00:00:00,3.92966,% WEIGHTED ILI
2007-05-01 00:00:00,4.99202,% WEIGHTED ILI
2007-05-08 00:00:00,5.7776,% WEIGHTED ILI
2007-05-15 00:00:00,5.98318,% WEIGHTED ILI
2007-05-22 00:00:00,5.61677,% WEIGHTED ILI
2007-05-29 00:00:00,4.5323400000000005,% WEIGHTED ILI
2007-06-05 00:00:00,3.83249,% WEIGHTED ILI
2007-06-12 00:00:00,3.21522,% WEIGHTED ILI
2007-06-19 00:00:00,2.69245,% WEIGHTED ILI
2007-06-26 00:00:00,2.03366,% WEIGHTED ILI
2007-07-03 00:00:00,1.65275,% WEIGHTED ILI
2007-07-10 00:00:00,1.3113,% WEIGHTED ILI
2007-07-17 00:00:00,1.1652,% WEIGHTED ILI
2007-07-24 00:00:00,1.02035,% WEIGHTED ILI
2007-07-31 00:00:00,0.877607,% WEIGHTED ILI
2007-08-07 00:00:00,0.8251069999999999,% WEIGHTED ILI
2007-08-14 00:00:00,0.787315,% WEIGHTED ILI
2007-08-21 00:00:00,0.805439,% WEIGHTED ILI
2007-08-28 00:00:00,0.8860610000000001,% WEIGHTED ILI
2007-09-04 00:00:00,0.743743,% WEIGHTED ILI
2007-09-11 00:00:00,0.706842,% WEIGHTED ILI
2007-09-18 00:00:00,0.655943,% WEIGHTED ILI
2007-09-25 00:00:00,0.633492,% WEIGHTED ILI
2007-10-02 00:00:00,0.571837,% WEIGHTED ILI
2007-10-09 00:00:00,0.5582779999999999,% WEIGHTED ILI
2007-10-16 00:00:00,0.597893,% WEIGHTED ILI
2007-10-23 00:00:00,0.577222,% WEIGHTED ILI
2007-10-30 00:00:00,0.5969869999999999,% WEIGHTED ILI
2007-11-06 00:00:00,0.564653,% WEIGHTED ILI
2007-11-13 00:00:00,0.5856819999999999,% WEIGHTED ILI
2007-11-20 00:00:00,0.503985,% WEIGHTED ILI
2007-11-27 00:00:00,0.468139,% WEIGHTED ILI
2007-12-04 00:00:00,0.576455,% WEIGHTED ILI
2007-12-11 00:00:00,0.681361,% WEIGHTED ILI
2007-12-18 00:00:00,0.794764,% WEIGHTED ILI
2007-12-25 00:00:00,0.868116,% WEIGHTED ILI
2008-01-01 00:00:00,1.06828,% WEIGHTED ILI
2008-01-08 00:00:00,1.00756,% WEIGHTED ILI
2008-01-15 00:00:00,0.979399,% WEIGHTED ILI
2008-01-22 00:00:00,1.04943,% WEIGHTED ILI
2008-01-29 00:00:00,1.13218,% WEIGHTED ILI
2008-02-05 00:00:00,1.13156,% WEIGHTED ILI
2008-02-12 00:00:00,1.15469,% WEIGHTED ILI
2008-02-19 00:00:00,1.20448,% WEIGHTED ILI
2008-02-26 00:00:00,1.36081,% WEIGHTED ILI
2008-03-04 00:00:00,1.30322,% WEIGHTED ILI
2008-03-11 00:00:00,1.30204,% WEIGHTED ILI
2008-03-18 00:00:00,1.45109,% WEIGHTED ILI
2008-03-25 00:00:00,1.79927,% WEIGHTED ILI
2008-04-01 00:00:00,2.12134,% WEIGHTED ILI
2008-04-08 00:00:00,1.47138,% WEIGHTED ILI
2008-04-15 00:00:00,1.61555,% WEIGHTED ILI
2008-04-22 00:00:00,1.95333,% WEIGHTED ILI
2008-04-29 00:00:00,2.4290700000000003,% WEIGHTED ILI
2008-05-06 00:00:00,2.96686,% WEIGHTED ILI
2008-05-13 00:00:00,3.57354,% WEIGHTED ILI
2008-05-20 00:00:00,3.3665300000000005,% WEIGHTED ILI
2008-05-27 00:00:00,3.2962,% WEIGHTED ILI
2008-06-03 00:00:00,3.17227,% WEIGHTED ILI
2008-06-10 00:00:00,2.5804,% WEIGHTED ILI
2008-06-17 00:00:00,2.42922,% WEIGHTED ILI
2008-06-24 00:00:00,1.99028,% WEIGHTED ILI
2008-07-01 00:00:00,1.72423,% WEIGHTED ILI
2008-07-08 00:00:00,1.60355,% WEIGHTED ILI
2008-07-15 00:00:00,1.28418,% WEIGHTED ILI
2008-07-22 00:00:00,1.2932,% WEIGHTED ILI
2008-07-29 00:00:00,2.74012,% WEIGHTED ILI
2008-08-05 00:00:00,2.22391,% WEIGHTED ILI
2008-08-12 00:00:00,1.76657,% WEIGHTED ILI
2008-08-19 00:00:00,1.92171,% WEIGHTED ILI
2008-08-26 00:00:00,1.8611,% WEIGHTED ILI
2008-09-02 00:00:00,1.68423,% WEIGHTED ILI
2008-09-09 00:00:00,1.7393,% WEIGHTED ILI
2008-09-16 00:00:00,1.83001,% WEIGHTED ILI
2008-09-23 00:00:00,1.58128,% WEIGHTED ILI
2008-09-30 00:00:00,1.4917200000000002,% WEIGHTED ILI
2008-10-07 00:00:00,1.389,% WEIGHTED ILI
2008-10-14 00:00:00,1.34702,% WEIGHTED ILI
2008-10-21 00:00:00,1.16056,% WEIGHTED ILI
2008-10-28 00:00:00,1.2085,% WEIGHTED ILI
2008-11-04 00:00:00,1.15544,% WEIGHTED ILI
2008-11-11 00:00:00,1.14518,% WEIGHTED ILI
2008-11-18 00:00:00,1.4664,% WEIGHTED ILI
2008-11-25 00:00:00,2.38017,% WEIGHTED ILI
2008-12-02 00:00:00,3.44681,% WEIGHTED ILI
2008-12-09 00:00:00,4.05315,% WEIGHTED ILI
2008-12-16 00:00:00,4.26621,% WEIGHTED ILI
2008-12-23 00:00:00,4.21579,% WEIGHTED ILI
2008-12-30 00:00:00,4.8861,% WEIGHTED ILI
2009-01-06 00:00:00,6.06923,% WEIGHTED ILI
2009-01-13 00:00:00,7.09467,% WEIGHTED ILI
2009-01-20 00:00:00,7.7151,% WEIGHTED ILI
2009-01-27 00:00:00,7.55134,% WEIGHTED ILI
2009-02-03 00:00:00,6.6711800000000006,% WEIGHTED ILI
2009-02-10 00:00:00,5.20633,% WEIGHTED ILI
2009-02-17 00:00:00,4.04477,% WEIGHTED ILI
2009-02-24 00:00:00,3.49722,% WEIGHTED ILI
2009-03-03 00:00:00,2.69023,% WEIGHTED ILI
2009-03-10 00:00:00,2.47119,% WEIGHTED ILI
2009-03-17 00:00:00,2.44773,% WEIGHTED ILI
2009-03-24 00:00:00,2.64594,% WEIGHTED ILI
2009-03-31 00:00:00,2.61567,% WEIGHTED ILI
2009-04-07 00:00:00,1.90712,% WEIGHTED ILI
2009-04-14 00:00:00,1.86738,% WEIGHTED ILI
2009-04-21 00:00:00,1.88072,% WEIGHTED ILI
2009-04-28 00:00:00,1.96908,% WEIGHTED ILI
2009-05-05 00:00:00,2.11387,% WEIGHTED ILI
2009-05-12 00:00:00,2.09695,% WEIGHTED ILI
2009-05-19 00:00:00,1.90294,% WEIGHTED ILI
2009-05-26 00:00:00,1.96951,% WEIGHTED ILI
2009-06-02 00:00:00,1.92331,% WEIGHTED ILI
2009-06-09 00:00:00,1.89659,% WEIGHTED ILI
2009-06-16 00:00:00,1.75181,% WEIGHTED ILI
2009-06-23 00:00:00,1.52632,% WEIGHTED ILI
2009-06-30 00:00:00,1.4957200000000002,% WEIGHTED ILI
2009-07-07 00:00:00,1.2231299999999998,% WEIGHTED ILI
2009-07-14 00:00:00,1.17754,% WEIGHTED ILI
2009-07-21 00:00:00,1.09112,% WEIGHTED ILI
2009-07-28 00:00:00,1.11958,% WEIGHTED ILI
2009-08-04 00:00:00,1.08169,% WEIGHTED ILI
2009-08-11 00:00:00,1.12497,% WEIGHTED ILI
2009-08-18 00:00:00,1.06197,% WEIGHTED ILI
2009-08-25 00:00:00,1.08909,% WEIGHTED ILI
2009-09-01 00:00:00,1.1776,% WEIGHTED ILI
2009-09-08 00:00:00,0.97493,% WEIGHTED ILI
2009-09-15 00:00:00,0.987132,% WEIGHTED ILI
2009-09-22 00:00:00,0.995991,% WEIGHTED ILI
2009-09-29 00:00:00,0.904726,% WEIGHTED ILI
2009-10-06 00:00:00,0.941927,% WEIGHTED ILI
2009-10-13 00:00:00,0.880415,% WEIGHTED ILI
2009-10-20 00:00:00,0.842615,% WEIGHTED ILI
2009-10-27 00:00:00,0.858382,% WEIGHTED ILI
2009-11-03 00:00:00,0.83383,% WEIGHTED ILI
2009-11-10 00:00:00,0.8474370000000001,% WEIGHTED ILI
2009-11-17 00:00:00,0.888273,% WEIGHTED ILI
2009-11-24 00:00:00,0.765372,% WEIGHTED ILI
2009-12-01 00:00:00,0.91858,% WEIGHTED ILI
2009-12-08 00:00:00,1.01432,% WEIGHTED ILI
2009-12-15 00:00:00,1.01233,% WEIGHTED ILI
2009-12-22 00:00:00,1.11803,% WEIGHTED ILI
2009-12-29 00:00:00,1.11806,% WEIGHTED ILI
2010-01-05 00:00:00,1.10939,% WEIGHTED ILI
2010-01-12 00:00:00,1.24341,% WEIGHTED ILI
2010-01-19 00:00:00,1.25726,% WEIGHTED ILI
2010-01-26 00:00:00,1.25734,% WEIGHTED ILI
2010-02-02 00:00:00,1.43414,% WEIGHTED ILI
2010-02-09 00:00:00,1.5183799999999998,% WEIGHTED ILI
2010-02-16 00:00:00,1.61617,% WEIGHTED ILI
2010-02-23 00:00:00,1.84378,% WEIGHTED ILI
2010-03-02 00:00:00,1.72535,% WEIGHTED ILI
2010-03-09 00:00:00,1.87923,% WEIGHTED ILI
2010-03-16 00:00:00,2.3371,% WEIGHTED ILI
2010-03-23 00:00:00,3.03533,% WEIGHTED ILI
2010-03-30 00:00:00,3.136,% WEIGHTED ILI
2010-04-06 00:00:00,2.53336,% WEIGHTED ILI
2010-04-13 00:00:00,2.91288,% WEIGHTED ILI
2010-04-20 00:00:00,3.44497,% WEIGHTED ILI
2010-04-27 00:00:00,4.16185,% WEIGHTED ILI
2010-05-04 00:00:00,4.55159,% WEIGHTED ILI
2010-05-11 00:00:00,4.46504,% WEIGHTED ILI
2010-05-18 00:00:00,4.55124,% WEIGHTED ILI
2010-05-25 00:00:00,4.0822,% WEIGHTED ILI
2010-06-01 00:00:00,3.38812,% WEIGHTED ILI
2010-06-08 00:00:00,2.99142,% WEIGHTED ILI
2010-06-15 00:00:00,2.61542,% WEIGHTED ILI
2010-06-22 00:00:00,2.09065,% WEIGHTED ILI
2010-06-29 00:00:00,1.86146,% WEIGHTED ILI
2010-07-06 00:00:00,1.61377,% WEIGHTED ILI
2010-07-13 00:00:00,1.42199,% WEIGHTED ILI
2010-07-20 00:00:00,1.3382,% WEIGHTED ILI
2010-07-27 00:00:00,1.19995,% WEIGHTED ILI
2010-08-03 00:00:00,1.14889,% WEIGHTED ILI
2010-08-10 00:00:00,1.12194,% WEIGHTED ILI
2010-08-17 00:00:00,1.06712,% WEIGHTED ILI
2010-08-24 00:00:00,1.0505799999999998,% WEIGHTED ILI
2010-08-31 00:00:00,1.15203,% WEIGHTED ILI
2010-09-07 00:00:00,0.970975,% WEIGHTED ILI
2010-09-14 00:00:00,0.894683,% WEIGHTED ILI
2010-09-21 00:00:00,0.843568,% WEIGHTED ILI
2010-09-28 00:00:00,0.815409,% WEIGHTED ILI
2010-10-05 00:00:00,0.823052,% WEIGHTED ILI
2010-10-12 00:00:00,0.674635,% WEIGHTED ILI
